Tipo,Rubro,Subregion,Año,Municipio,Área Total,Área Producción,Volumen Producción
Transitorios,Apio,Valle de Aburra,2011,Medellín,31.00,27.00,526.00
Permanentes,Brevo,Valle de Aburra,2011,Medellín,9.00,7.00,63.00
Permanentes,Café,Valle de Aburra,2011,Medellín,1081.00,1058.00,846.40
Permanentes,Caña,Valle de Aburra,2011,Medellín,80.00,80.00,480.00
Transitorios,Cebolla Cabezona,Valle de Aburra,2011,Medellín,22.00,19.00,266.00
Permanentes,Cebolla Junca,Valle de Aburra,2011,Medellín,69.00,66.00,858.00
Transitorios,Cilantro,Valle de Aburra,2011,Medellín,63.00,54.00,294.00
Permanentes,Col,Valle de Aburra,2011,Medellín,16.00,16.00,80.00
Transitorios,Coliflor,Valle de Aburra,2011,Medellín,10.00,8.00,164.00
Transitorios,Espinaca,Valle de Aburra,2011,Medellín,28.00,24.00,432.00
Permanentes,Fresa,Valle de Aburra,2011,Medellín,20.00,17.00,119.00
Transitorios,Fríjol Arbustivo,Valle de Aburra,2011,Medellín,34.00,30.00,41.80
Transitorios,Fríjol Voluble,Valle de Aburra,2011,Medellín,69.00,65.00,130.00
Permanentes,Guayaba Manzána,Valle de Aburra,2011,Medellín,3.00,3.00,12.00
Transitorios,Habichuela,Valle de Aburra,2011,Medellín,24.00,20.00,140.00
Transitorios,Lechuga,Valle de Aburra,2011,Medellín,12.00,11.50,172.50
Permanentes,Limón Tahití,Valle de Aburra,2011,Medellín,6.00,6.00,48.00
Permanentes,Mandarina Oneco,Valle de Aburra,2011,Medellín,7.00,7.00,42.00
Permanentes,Mango,Valle de Aburra,2011,Medellín,9.00,8.00,80.00
Permanentes,Mora,Valle de Aburra,2011,Medellín,129.00,127.00,889.00
Permanentes,Naranja Valencia,Valle de Aburra,2011,Medellín,7.00,7.00,49.00
Transitorios,Papa,Valle de Aburra,2011,Medellín,85.00,70.00,1180.00
Transitorios,Pepino,Valle de Aburra,2011,Medellín,16.00,14.00,210.00
Transitorios,Pimentón,Valle de Aburra,2011,Medellín,34.00,24.00,288.00
Permanentes,Plátano En Asocio,Valle de Aburra,2011,Medellín,165.00,163.00,978.00
Transitorios,Remolacha,Valle de Aburra,2011,Medellín,18.00,17.00,255.00
Transitorios,Repollo,Valle de Aburra,2011,Medellín,12.00,11.00,330.00
Transitorios,Tomate Chonto Bajo Invernadero,Valle de Aburra,2011,Medellín,71.00,62.00,7192.00
Permanentes,Tomate De Árbol,Valle de Aburra,2011,Medellín,43.00,39.00,390.00
Anuales,Yuca,Valle de Aburra,2011,Medellín,20.00,20.00,400.00
Transitorios,Zanahoria,Valle de Aburra,2011,Medellín,12.00,11.00,132.00
Permanentes,Aguacate,Valle de Aburra,2012,Medellín,23.00,19.00,114.00
Transitorios,Ajo,Valle de Aburra,2012,Medellín,8.00,7.00,34.00
Transitorios,Apio,Valle de Aburra,2012,Medellín,31.00,28.00,545.00
Permanentes,Brevo,Valle de Aburra,2012,Medellín,10.50,8.00,56.00
Permanentes,Café,Valle de Aburra,2012,Medellín,1087.00,1074.00,859.20
Permanentes,Caña,Valle de Aburra,2012,Medellín,84.00,84.00,504.00
Transitorios,Cebolla Cabezona,Valle de Aburra,2012,Medellín,24.00,20.00,280.00
Permanentes,Cebolla Junca,Valle de Aburra,2012,Medellín,73.00,70.00,910.00
Transitorios,Cilantro,Valle de Aburra,2012,Medellín,66.00,63.00,340.00
Permanentes,Col,Valle de Aburra,2012,Medellín,19.00,17.00,85.00
Transitorios,Coliflor,Valle de Aburra,2012,Medellín,10.00,8.50,174.00
Transitorios,Espinaca,Valle de Aburra,2012,Medellín,28.00,26.00,468.00
Permanentes,Fresa,Valle de Aburra,2012,Medellín,19.00,17.00,119.00
Transitorios,Fríjol Arbustivo,Valle de Aburra,2012,Medellín,34.00,29.00,40.10
Transitorios,Fríjol Voluble,Valle de Aburra,2012,Medellín,72.00,64.00,128.00
Permanentes,Guayaba Manzána,Valle de Aburra,2012,Medellín,3.50,3.00,12.00
Transitorios,Habichuela,Valle de Aburra,2012,Medellín,24.00,21.00,147.00
Transitorios,Lechuga,Valle de Aburra,2012,Medellín,14.00,11.50,172.50
Permanentes,Limón Mandarino,Valle de Aburra,2012,Medellín,7.00,6.00,48.00
Permanentes,Mandarina Oneco,Valle de Aburra,2012,Medellín,10.00,7.00,42.00
Permanentes,Mango,Valle de Aburra,2012,Medellín,9.00,9.00,90.00
Permanentes,Mora,Valle de Aburra,2012,Medellín,137.00,135.00,945.00
Permanentes,Naranja Valencia,Valle de Aburra,2012,Medellín,9.00,7.00,49.00
Transitorios,Papa,Valle de Aburra,2012,Medellín,85.00,78.00,1318.00
Transitorios,Pepino,Valle de Aburra,2012,Medellín,17.00,14.00,210.00
Transitorios,Pimentón,Valle de Aburra,2012,Medellín,34.00,29.00,348.00
